id,title,description,term,department,level,sections,instructors,seats,open_seats,filled_seats,syllabus_count
ENPM620,Computer Aided Engineering Analysis,"Restriction: Permission of Maryland Applied Graduate Engineering.
Credit only granted for: ENPM620 or ENRE620/ENNU620.",202108,"Engineering, Professional Masters",,1,Gilad Sharon,10,5,5,
ENPM622,Energy Conversion I - Stationary Power,"Thermal engineering of modern power generation systems. Cycle analysis of various modern power generation technologies including gas turbine, combined cycle, waste burning and cogeneration. Energy storage and energy transport.",202108,"Engineering, Professional Masters",,4,Patrick Caton,59,46,13,
ENPM623,Engineering Combustion Emissions for Air Pollution Control,"Analysis of the sources and mechanisms of combustion generated air pollution. Air pollution due to internal combustion engines, power generation and industrial emissions. Techniques to minimize and control emission.",202108,"Engineering, Professional Masters",,4,Jim Cowart,50,39,11,
ENPM624,Renewable Energy Applications,"Prerequisite: Knowledge of thermodynamics, fluid mechanics, and heat transfer; and permission of Maryland Applied Graduate Engineering.
Credit only granted for: ENPM624 or ENME701.",202108,"Engineering, Professional Masters",,4,Michael Ohadi,40,25,15,
ENPM625,"Heating, Ventilation and Air Conditioning of Buildings","Low pressure side of buildings heating and cooling systems. Thermodynamics, heat transfer and digital control principles applied to field problems. Quantitative analyses stressed. Topics include psychometrics, thermal loads, incompressible flow in ducts and pipes, heat exchangers, cooling towers, PID control systems.",202108,"Engineering, Professional Masters",,4,Karim Amrane,40,34,6,
ENPM645,Human-Robot Interaction,"Recommended: Some knowledge of A.I. fundamentals and data analytics recommended, but not required.
Credit only granted for: ENPM808K or ENPM645.
Formerly: ENPM808K.",202108,"Engineering, Professional Masters",,5,Josef Schaff,71,52,19,
ENPM657,Applied Cryptography,"Recommended: Knowledge of C programming.
Credit only granted for: ENPM809A or ENPM657.
Formerly: ENPM809A.",202108,"Engineering, Professional Masters",,4,Dharmalingam Ganesan,70,62,8,
ENPM660,Wind Energy Engineering,"An examination of four central topics in wind energy engineering: the nature of wind energy as a resource for generating electricity; the aerodynamics of wind turbines by which the wind energy is converted into mechanical energy; the mechanics and dynamics of the wind energy system (tower, rotor, hub, drive train, and generator); and the electrical aspects of wind turbines. Additional topics to be included in the course include:Wind turbine design; wind turbine control; wind turbine siting, system design, and integration; Wind energy system economics; and wind energy systems environmental impacts and aspects. The course is intended to pass along substantial subject matter knowledge and skills, it can only be treated as an introduction to this extensive, multidisciplinary topic. However, students are expected to emerge with a substantial knowledge of wind energy systems and the methods used to analyze such systems.",202108,"Engineering, Professional Masters",,1,Kyosung Choo,20,14,6,
ENPM662,Introduction to Robot Modeling,"Credit only granted for: ENPM662 or ENPM808M.
Formerly: ENPM808M.",202108,"Engineering, Professional Masters",,7,Reza Monfaredi,159,47,112,
ENPM667,Control of Robotic Systems,"Credit only granted for: ENPM667 or ENPM808Q.
Formerly: ENPM808Q.",202108,"Engineering, Professional Masters",,7,Waseem Malik,157,39,118,
ENPM672,Fundamentals for Thermal Systems,"Prerequisite: Undergraduate engineering, physics or chemistry degree.
Restriction: Permission of Maryland Applied Graduate Engineering.",202108,"Engineering, Professional Masters",,1,Mohammad Ali,20,15,5,
ENPM677,Wireless Sensor Networks,"Focuses on networking aspects, protocols and architectures for Wireless Sensor Networks. Provides a thorough description of the most important issues and questions that have to be addressed in a wireless sensor neto work.",202108,"Engineering, Professional Masters",,4,Sasan Haghani,37,23,14,
ENPM687,Digital Forensics and Incidence Responses,"Prerequisite: Experience with both Windows and Unix-based operating systems, including using the command line.
Credit only granted for: ENPM808P or ENPM687.
Formerly: ENPM808P.",202108,"Engineering, Professional Masters",,1,Jonas Amoonarquah,50,10,40,
ENPM691,Hacking of C programs and Unix Binaries,Prerequisite: ENEE150; or students who have taken courses with comparable content may contact the department.,202108,"Engineering, Professional Masters",,4,Dharmalingam Ganesan,100,25,75,
ENPM694,Networks and Protocols,Provides an in-depth review of the Internet with a focus on the end-to-end effects of technologies and protocols that operate in different layers. All protocols and technologies are covered in a holistic framework with an emphasis on their effect on the network and application performance. The course also includes a brief introduction of more modern concepts in the field of networking such as SDN and NFV to encourage deeper study of those topics.,202108,"Engineering, Professional Masters",,4,Majid Raissi-Dehkordi,105,24,81,
ENPM808,Advanced Topics in Engineering,,202108,"Engineering, Professional Masters",,1,George Syrmos,40,34,6,
ENPM808A,Advanced Topics in Engineering; Introduction to Machine Learning,,202108,"Engineering, Professional Masters",,4,Nikhil Chopra,70,49,21,
ENPM808O,Advanced Topics in Engineering; AI-Based Software Systems,,202108,"Engineering, Professional Masters",,4,Mikael Lindvall; Joshua Giltinan,60,47,13,
ENPM808W,Advanced Topics in Engineering; Data Science,,202108,"Engineering, Professional Masters",,4,A Seyed,70,44,26,
ENPM808X,Advanced Topics in Engineering; Software Development for Robotics,Prerequisite: ENPM809Y or equivalent,202108,"Engineering, Professional Masters",,5,Daniel Lofaro,75,40,35,
ENPM809K,Special Topics in Engineering; Fundamentals for Artificial Intelligence and Deep Learning Framework,,202108,"Engineering, Professional Masters",,4,George Zaki,58,47,11,
ENPM809Q,Special Topics in Engineering; Penetration Testing,,202108,"Engineering, Professional Masters",,5,Edward Condon; Kevin Shivers,122,11,111,
ENPM809W,Special Topics in Engineering; Introduction to Secure Coding for Software Engineering,,202108,"Engineering, Professional Masters",,4,Gananand Kini,115,93,22,
ENPM809Y,Special Topics in Engineering; Introductory Robot Programming,,202108,"Engineering, Professional Masters",,6,Zeid Kootbally; Christopher Cha,121,53,68,
ENRE489,Special Topics in Reliability Engineering,,202108,Reliability Engineering,,0,,0,0,0,
ENRE600,Fundamentals of Failure Mechanisms,"Restriction: Permission of ENGR-Mechanical Engineering.
Cross-listed with: ENMA626.
Credit only granted for: ENMA626, ENMA698M, ENMA698R, or ENRE600.",202108,Reliability Engineering,,4,Aristos Christou,49,30,19,
ENRE602,Principles of Reliability Analysis,"Cross-listed with ENNU652.
Credit only granted for: ENRE602 or ENNU652.",202108,Reliability Engineering,,3,Katrina Groth,40,15,25,
ENRE641,Probabilistic Physics of Failure and Accelerated Testing,"Credit only granted for: ENRE641 or ENRE650.
Formerly: ENRE650.",202108,Reliability Engineering,,3,Mohammad Modarres,43,34,9,
ENRE648,Special Problems in Reliability Engineering,,202108,Reliability Engineering,,0,,0,0,0,
ENRE648J,Special Problems in Reliability Engineering; Prognostics and Health Management,,202108,Reliability Engineering,,3,Michael Pecht,45,34,11,
ENRE670,Probabilistic Risk Assessment,Prerequisite: ENRE602.,202108,Reliability Engineering,,3,Mohammad Modarres,42,30,12,
ENRE684,Information Security,"Jointly offered with ENME442.
Credit only granted for: ENME442, ENRE648 J, or ENRE684.
Formerly: ENRE648J.",202108,Reliability Engineering,,3,Michel Cukier,20,15,5,
ENRE799,Master's Thesis Research,,202108,Reliability Engineering,,0,,0,0,0,
ENRE898,Pre-Candidacy Research,,202108,Reliability Engineering,,0,,0,0,0,
ENRE899,Doctoral Dissertation Research,,202108,Reliability Engineering,,0,,0,0,0,
ENSE621,Systems Engineering Concepts and Processes: A Model-Based Approach,"Restriction: Permission of ENGR-Institute for Systems Research.
Credit only granted for: ENPM641 or ENSE621.",202108,Systems Engineering,,2,Tony Barber,26,9,17,
ENSE623,"System Development, Verification, and Validation","Prerequisite: Permission of ENGR-Institute for Systems Research; and ENSE622.
Credit only granted for: ENPM643 or ENSE623.",202108,Systems Engineering,,2,Steven Biemer,29,23,6,
ENSE626,System Life Cycle Analysis and Risk Management,Prerequisite: Permission of ENGR-Institute for Systems Research.,202108,Systems Engineering,,2,Nidak Sumrean,20,10,10,
ENSE699,Directed Study in Systems Engineering,,202108,Systems Engineering,,0,,0,0,0,
ENSE799,Systems Engineering Thesis; Masters Thesis Research,,202108,Systems Engineering,,0,,0,0,0,
ENSP101,Introduction to Environmental Science,"One of two required courses that introduce students to the topics studied and methods employed in environmental science and policy. Emphasis on scientific ways of knowing; the systems, cycles, flows, and interfaces that characterize the atmosphere, lithosphere, hydrosphere, and biosphere; the analysis of human impacts on these systems; and the nature of scientific uncertainty and methods of quantifying environmental processes.",202108,Environmental Science and Policy,,8,Annette Spivy,205,7,198,
ENSP305,Applied Spatial Analysis in Environmental Science and Policy,"Prerequisite: GEOG373; or permission of Environmental Science and Policy Program.
Recommended: ENSP101 and ENSP102.
Restriction: Must have earned a minimum of 60 credits; and permission of Environmental Science and Policy program.",202108,Environmental Science and Policy,,1,Annette Spivy,23,0,23,
ENSP330,Introduction to Environmental Law,"Recommended: ENSP101 and ENSP102.
Restriction: Junior standing or higher. And must be a major in the Environmental Science and Policy program; or permission of Environmental Science and Policy program.",202108,Environmental Science and Policy,,1,Joanna Goger,35,0,35,
ENSP340,"Water: Science, Ethics, and Policy","Recommended: ENSP101 and ENSP102.
Restriction: Must have earned a minimum of 60 credits. And must be a major in the Environmental Science and Policy program; or permission of Environmental Science and Policy program.",202108,Environmental Science and Policy,,1,Gregory Schnaar,25,0,25,
ENSP386,Internship,"Restriction: Must have internship proposal approved by the concentration advisor, the director of ENSP and the student's internship sponsor.",202108,Environmental Science and Policy,,0,,0,0,0,
ENSP399,Special Topics in Environmental Science and Policy,,202108,Environmental Science and Policy,,0,,0,0,0,
ENSP399R,Special Topics in Environmental Science and Policy; Research,,202108,Environmental Science and Policy,,2,Annette Spivy; Jennifer Mullinax,20,20,0,
ENSP400,Capstone in Environmental Science and Policy,"Prerequisite: ENSP101; and ENSP102.
Restriction: Must be in Environmental Science and Policy program; and senior standing; and permission of the Environmental Science and Policy Program.",202108,Environmental Science and Policy,,2,Mark Carroll; Joanna Goger,70,26,44,
ENSP499,Honors Thesis Research,,202108,Environmental Science and Policy,,0,,0,0,0,
ENST200,Fundamentals of Soil Science,"Corequisite: CHEM131 and CHEM132; or permission of AGNR-Environmental Science & Technology department.
Credit only granted for: ENST200 or NRSC200.
Formerly: NRSC200.",202108,Environmental Science and Technology,,4,Raymond Weil,96,20,76,
ENST233,Introduction to Environmental Health,"Examines how humans are affected by the quality of our air, water, soil and food supply as well as how human activities alter these survival necessities. Students will learn how the evolution and prosperity of human populations have resulted in degradation of our environment and the impact of environmental degradation on the health of people. The implications of individual and collective choices for sustainable food production, population management, and resource utilization will be explored.",202108,Environmental Science and Technology,,4,Lance Yonkos,96,23,73,
ENST281,Computer Aided Design in Ecology,Restriction: Must be in Environmental Sci & Tech program.,202108,Environmental Science and Technology,,2,Jose-Luis Izursa,40,15,25,
ENST282,Ecological Innovation and Entrepreneurship,"Credit only granted for: ENST282 or ENST499K.
Formerly: ENST499K.",202108,Environmental Science and Technology,,1,David Tilley,20,5,15,
ENST301,Field Soil Morphology I,"Restriction: Permission of AGNR-Environmental Science & Technology department.
Formerly: ENST308.",202108,Environmental Science and Technology,,1,Martin Rabenhorst,10,2,8,
ENST302,Field Soil Morphology II,"Prerequisite: ENST301.
Restriction: Permission of AGNR-Environmental Science & Technology department.
Formerly: ENST308.",202108,Environmental Science and Technology,,1,Martin Rabenhorst,7,7,0,
ENST303,Field Soil Morphology III,"Prerequisite: ENST302.
Restriction: Permission of AGNR-Environmental Science & Technology department.
Formerly: ENST308.",202108,Environmental Science and Technology,,1,Martin Rabenhorst,15,15,0,
ENST333,Ecosystem Health and Protection,"Prerequisite: ENST233.
Restriction: Must be in one of the following programs (Environmental Sci & Tech: Ecological Tech Design; Environmental Sci & Tech: Environmental Health; Environmental Sci & Tech: Soil & Watershed Science; Environmental Sci & Tech: Natural Resources Mgmt; Environmental Sci & Tech).
Credit only granted for: ENST499A or ENST333.
Formerly: ENST499A.",202108,Environmental Science and Technology,,1,Jennifer Gunnulfsen,45,30,15,
ENST360,Ecosystem Ecology,"Prerequisite: BSCI160 and BSCI161; or BSCI106.
Restriction: Must be in one of the following programs (Environmental Sci & Tech: Ecological Tech Design; Environmental Sci & Tech: Environmental Health; Environmental Sci & Tech: Soil & Watershed Science; Environmental Sci & Tech: Natural Resources Mgmt; Environmental Sci & Tech).",202108,Environmental Science and Technology,,2,Mitchell Pavao-Zuckerman,70,27,43,
ENST388,Honors Thesis Research,,202108,Environmental Science and Technology,,3,Martin Rabenhorst; Stephanie Yarwood; Paul Leisnham,3,3,0,
ENST389,Internship,,202108,Environmental Science and Technology,,1,Jose-Luis Izursa,50,8,42,
ENST403,Invasive Species Ecology,"Credit only granted for: ENST403, ENST603, or ENST689R.",202108,Environmental Science and Technology,,1,Paul Leisnham,20,4,16,
ENST411,Principles of Soil Fertility,"Prerequisite: ENST200; or students who have taken courses with comparable content may contact the department.
Jointly offered with ENS T611.
Credit only granted for: ENST411 or NRSC411.
Formerly: NRS C411.",202108,Environmental Science and Technology,,1,Raymond Weil,20,9,11,
ENST414,"Soil Morphology, Genesis and Classification","Prerequisite: ENST200.
Credit only granted for: ENST414 or NRSC414.
Formerly: NRSC414.",202108,Environmental Science and Technology,,1,Brian Needelman,20,16,4,
ENST415,Renewable Energy,"Prerequisite: CHEM131, PHYS121, and MATH113; or permission of AGNR-Environmental Science & Technology department.
Restriction: Must be in a major within AGNR-Environmental Science & Technology department.",202108,Environmental Science and Technology,,1,Amro Hassanein,40,21,19,
ENST417,Soil Hydrology and Physics,"Prerequisite: ENST200; and (MATH113 or MATH115). Or permission of instructor.
Credit only granted for: ENST417 or NRSC417.
Formerly: NRSC417.",202108,Environmental Science and Technology,,1,Robert Hill,35,23,12,
ENST432,Environmental Microbiology,"Prerequisite: CHEM131 and CHEM132. And BSCI170 and BSCI171; or BSCI105.
Credit only granted for: ENST432 or ENST499M.
Formerly: ENST499M.",202108,Environmental Science and Technology,,1,Stephanie Yarwood,30,16,14,
ENST450,Wetland Ecology,"Prerequisite: BIOM301 and ENST360; or permission of AGNR-Environmental Science & Technology department.
Restriction: Permission of AGNR-Environmental Science & Technology department.
Jointly offered with: ENST650.",202108,Environmental Science and Technology,,1,Andrew Baldwin,26,0,26,
ENST460,Principles of Wildlife Management,Prerequisite: Must have completed two semesters of biology laboratory; and (ENST360; or BSCI361). Or permission of AGNR-Environmental Science & Technology department.,202108,Environmental Science and Technology,,1,Jennifer Mullinax,40,0,40,
ENST472,Capstone,"Restriction: Must be in a major within AGNR-Environmental Science & Technology department; and permission of AGNR-Environmental Science & Technology department.
Additional information: This is the pinnacle course for students majoring in ENST and is therefore recommended in one of the students' final semesters.",202108,Environmental Science and Technology,,24,Jennifer Mullinax; Paul Leisnham; Brian Needelman; Jared Wilmoth; Gary Felton; Robert Hill; Raymond Weil; Shannon Browne; William Bowerman; Stephanie Yarwood; Martin Rabenhorst; Andrew Baldwin; Wendy Peer; Gurpal Toor; Masoud Negahban-Azar; Mitchell Pavao-Zuckerman; Frank Coale; Patrick Kangas; David Tilley; Lance Yonkos; Jose-Luis Izursa; Candice Duncan; Reginal Harrell; Stephanie Lansing,230,217,13,
ENST485,Water Management in Urban Environment,"Prerequisite: MATH120, MATH130, MATH136, or MATH140.
Credit only granted for: ENST485 OR ENST489Z.
Formerly: ENST489Z.",202108,Environmental Science and Technology,,1,Masoud Negahban-Azar,40,24,16,
ENST486,Senior Professional Internship,"Prerequisite: ENST389.
Restriction: Must be in the Environmental Science and Technology program; and permission of AGNR-Environmental Science & Technology department.
Additional information: The course has two types of activities: lecture and experiential learning. Students are supposed to work on their internship for 90 hours and participate in a 2-hour lecture every other week, during the semester.",202108,Environmental Science and Technology,,1,Jose-Luis Izursa,40,37,3,
ENST487,Environmental Conflicts and Decision Making,Restriction: Senior standing. And must be in one of the following programs (Environmental Sci & Tech: Natural Resources Mgmt; Environmental Sci&Pol-Wildlife Ecology & Mgmt) ; or permission of AGNR-Environmental Science & Technology department.,202108,Environmental Science and Technology,,1,Jennifer Mullinax,20,8,12,
ENST489,Research Experience,,202108,Environmental Science and Technology,,0,,0,0,0,
ENST499,Special Topics in Environmental Science and Technology,,202108,Environmental Science and Technology,,0,,0,0,0,
ENST499L,Special Topics in Environmental Science and Technology; Ground Water Use in the Developing World,"Overview of ground water as a water resource, its availability, quality and extraction in various developing countries. The role of a consultant in adapting modern technologies to developing ground water as a viable water resource.",202108,Environmental Science and Technology,,1,Yaron Sternberg,40,33,7,
ENST499X,Special Topics in Environmental Science and Technology; Soil Science,Contact department for information to regsiter for this course.,202108,Environmental Science and Technology,,1,Raymond Weil,5,4,1,
ENST499Y,Special Topics in Environmental Science and Technology; College Teaching,,202108,Environmental Science and Technology,,6,Shannon Browne; Jose-Luis Izursa; Reginal Harrell; Peter May; Raymond Weil; Andrew Baldwin,12,8,4,
ENST602,Research Principles and Methodology in Environmental Scienceand Technolgy,Restriction: Must be in Environmental Sci & Tech program.,202108,Environmental Science and Technology,,1,Jennifer Mullinax,15,6,9,
ENST603,Advanced Invasive Species Ecology,"Jointly offered with ENST403.
Credit only granted for: ENST403, ENST603 , or ENST689R.
Formerly: ENST689R.
Additional information: Two field trips are planned for this class.",202108,Environmental Science and Technology,,1,Paul Leisnham,10,8,2,
ENST606,Advanced Ecosystem Health and Natural Resource Management,"Restriction: Permission of AGNR-Environmental Science & Technology department.
Credit only granted for: ENST606 or ENST689E.
Formerly: ENST689E.
Additional information: Priority in enrollment will be given to students in ENST program.",202108,Environmental Science and Technology,,1,Paul Leisnham,20,19,1,
ENST607,Adaptation and Resilience in Cities,"Prerequisite: ENST360.
Restriction: Must be a graduate student; or permission of AGNR-Environmental Science & Technology department.
Credit only granted for: ENST607 or ENST689C.
Formerly: ENST689C.",202108,Environmental Science and Technology,,1,Mitchell Pavao-Zuckerman,10,0,10,
ENST611,Advanced Principles of Soil Fertility,"Prerequisite: ENST200; or students who have taken courses with comparable content may contact the department.
Jointly offered with ENS T411.
Credit only granted for: ENST411, NRSC411, or ENST611.",202108,Environmental Science and Technology,,1,Raymond Weil,10,7,3,
ENST650,Advanced Wetland Ecology,"Prerequisite: BIOM301; and ENST360 or other ecology equivalent; or permission of AGNR-Environmental Science and Technology department; or permission of CMNS-Marine & Estuarine-Environmental Science Program).
Cross-listed with: MEES650.
Jointly offered with: ENST450, MEES650.
Credit only granted for: ENST450, ENST650, or MEES650.
Additional information: Wading boots (at least hip length) are strongly recommended.",202108,Environmental Science and Technology,,1,Andrew Baldwin,5,0,5,
ENST689,Special Topics,,202108,Environmental Science and Technology,,22,Jennifer Mullinax; Paul Leisnham; Brian Needelman; Gary Felton; Robert Hill; Raymond Weil; William Bowerman; Stephanie Yarwood; Martin Rabenhorst; Andrew Baldwin; Wendy Peer; Gurpal Toor; Masoud Negahban-Azar; Mitchell Pavao-Zuckerman; Bahram Momen; Frank Coale; Patrick Kangas; David Tilley; Lance Yonkos; Michael Kearney; Reginal Harrell; Stephanie Lansing,105,104,1,
ENST689O,"Special Topics; Advances in Research, Invasive Plants",,202108,Environmental Science and Technology,,1,Wendy Peer,20,20,0,
ENST689X,Special Topics; Methods in University Teaching,,202108,Environmental Science and Technology,,1,Raymond Weil,1,1,0,
ENST689Y,"Special Topics; Advances in Research, Plant Membrane Biology",,202108,Environmental Science and Technology,,1,Wendy Peer,10,10,0,
ENST689Z,Special Topics; Introductory University Instruction,,202108,Environmental Science and Technology,,1,Stephanie Yarwood,1,1,0,
ENST761,Methods in Pedological Investigations,Prerequisite: ENST414; or permission of AGNR-Environmental Science & Technology department.,202108,Environmental Science and Technology,,1,Martin Rabenhorst,10,7,3,
ENST798,Graduate Seminar,Contact the department to obtain permission to register.,202108,Environmental Science and Technology,,1,Martin Rabenhorst; Jared Wilmoth,40,34,6,
ENST799,Master's Thesis Research,,202108,Environmental Science and Technology,,0,,0,0,0,
ENST898,Pre-Candidacy Research,,202108,Environmental Science and Technology,,0,,0,0,0,
ENST899,Doctoral Dissertation Research,,202108,Environmental Science and Technology,,0,,0,0,0,
ENTM699A,Advanced Entomology; Plant Science and Entomology: Safeguarding American Agriculture,"Cross-listed with PLSC689A. Credit only granted for PLSC689A or ENTM699A.

Some lectures will be virtual. Please see instructor for details.

Protecting U.S. agriculture from invasive pests and diseases relies on science-based policy, along with: International partnerships; Federal and State infrastructure to support plant health; a regulatory framework; and a skilled workforce. Students will learn and explore issues in entomology and plant health that inform every step along the continuum, including trade negotiations, international agreements, pre-clearance programs, prevention strategies, interdiction and enforcement, surveillance, treatments, pest and disease control and eradication, resistance and recovery.",202108,Entomology,,1,Mengjun Hu,12,4,8,
ENTM699K,Advanced Entomology; Biological Sciences Teaching and Learning in Higher Education,"Cross-listed with BIOL608K, CBMG699K, and CHEM608K. Credit will be grant edfor only one of the following: BIOL608K, CBMG699K, CHEM608K, or ENTM699K.",202108,Entomology,,1,Gili Ad-Marbach,12,5,7,
ENTM699P,Advanced Entomology; Biogeochemistry,"Cross-listed with PLSC689F. Credit only granted for PLSC689F or ENTM699P.

This course will cover advanced concepts in biogeochemistry including element cycling in terrestrial and aquatic systems, microbial metabolism, redox chemistry, and human impacts on managed and natural systems. Students will be required to lead discussions of the primary literature, prepare presentations, and present their scientific manuscripts for review and discussion.",202108,Entomology,,1,Kate Tully; Margaret Palmer,12,4,8,
ENTM701,Effective Teaching: TA Training,"Cross-listed with BISI701.
Credit only granted for: ENTM701, BISI688Z, CBMG688Z, or BIOL701.",202108,Entomology,,1,Marcia Shofner; Tammatha O'Brien,20,5,15,
ENTM710,"Insect Biodiversity, Physiology and Ecology","A survey course discussing the various families of insects, discuss thing their anatomy and physiology, and their role in ecological systems. Students will examine the ecological and evolutionary perspectives on interactions between plants and vertebrate and invertebrate animals. Further, it explores the applied consequences of animal-plant interactions to agroecology and conservation biology. These goals are achieved by reviewing the theoretical underpinnings of animal-plant interactions, and exposing students to research literature on animal-plant interactions.",202108,Entomology,,1,Marcia Shofner,8,5,3,
ENTM745,Bee Biology and Beekeeping,Students will be introduced to the anatomy and physiology of the honey bee colony with emphasis on how to use this information to best manage honey bee colonies.,202108,Entomology,,1,Anthony Nearman; Dennis vanEngelsdorp; Lindsay Barranco,8,6,2,
ENTM756,Insect Diseases and Pathology,"Credit only granted for: ENTM715 or ENTM756.
Formerly: ENTM715.",202108,Entomology,,1,Jonathan Wang,8,5,3,
ENTM769,Capstone: Scholarly Paper,,202108,Entomology,,1,Cerruti Hooks,8,6,2,
ENTM788C,Entomological Topics; Colloquium,,202108,Entomology,,1,Lauren Schmitt,45,22,23,
ENTM798Y,Topic Seminar; Frontiers in Biodiversity Measurement,,202108,Entomology,,1,Michael Roswell; Daniel Gruner,20,8,12,
ENTM799,Master's Thesis Research,,202108,Entomology,,0,,0,0,0,
ENTM898,Pre-Candidacy Research,,202108,Entomology,,0,,0,0,0,
ENTM899,Doctoral Dissertation Research,,202108,Entomology,,0,,0,0,0,
ENTS622,Introduction to Digital Communication Systems,"Restriction: Must be in Telecommunications (Master's) program; or permission of ENGR-Electrical & Computer Engineering department.
Credit only granted for: ENTS622 or ENTS689B.
Formerly: ENTS689B.",202108,Telecommunications,,2,Alejandra Mercado,32,2,30,
ENTS630,The Economics of International Telecommunications,Restriction: Must be in Telecommunications (Master's) program.,202108,Telecommunications,,1,Michael Geppi,40,22,18,
ENTS635,Decision Support Methods for Telecommunication Managers,Restriction: Must be in Telecommunications (Master's) program.,202108,Telecommunications,,1,Kazim Ruhi,40,24,16,
ENTS640,Networks and Protocols I,Restriction: Must be in Telecommunications (Master's) program.,202108,Telecommunications,,2,Zoltan Safar,40,10,30,
ENTS656,Introduction to Cellular Communication Networks,"Concepts and techniques involved in wireless digital communications with emphasis on cellular and PCS systems. Properties of Mobile radio channels; intersymbol interference, multipath, and fading effects; interleaving and diversity; multiple access schemes (TDMA, FDMA, CDMA); interuser interference, traffic issues, and cell capacity; power control strategies; frequency reuse and channel assignment; handoff, paging, and location update; cell layout; introduction to cellular and PCS standards.",202108,Telecommunications,,1,Michael Dellomo,24,8,16,
ENTS669G,Special Topics in Computing; Data Mining with Numerical Python,Click here for more course information.,202108,Telecommunications,,1,Michael Dellomo,30,24,6,
ENTS699,Independent Study in Telecommunications; Independent Study in Telecommunications,Prerequisite: Permission of ENTS program only.,202108,Telecommunications,,1,Michael Dellomo,1,0,1,
ENTS749B,Advanced Topics in Networking; Software-Defined Networking,Please click here for further course information.,202108,Telecommunications,,1,Majid Raissi-Dehkordi,24,18,6,
ENTS759F,Advanced Topics in Communications; 5G Radio Access Networks and Technologies,Please click here for more course information.,202108,Telecommunications,,1,Kamran Etemad,24,20,4,
EPIB300,Biostatistics for Public Health Practice,"Prerequisite: Minimum grade of C- in CHEM131 and CHEM132.
Restriction: Must be in Public Health Science program; and must have earned a minimum of 60 credits.
Credit only granted for: EPIB300, EPIB315 or HLTH300.",202108,Epidemiology and Biostatistics,,6,Yan Li,120,10,110,
EPIB301,Epidemiology for Public Health Practice,"Restriction: Must be in Public Health Science program; or must be in Community Health program. And must have earned a minimum of 45 credits.
Cross-listed with: HLTH301.
Credit only granted for: EPIB301 or HLTH301.",202108,Epidemiology and Biostatistics,,11,Typhanye Dyer,247,47,200,
EPIB301H,Epidemiology for Public Health Practice,"Restriction: Must be in Public Health Science program; or must be in Community Health program. And must have earned a minimum of 45 credits.
Cross-listed with: HLTH301.
Credit only granted for: EPIB301 or HLTH301.",202108,Epidemiology and Biostatistics,,3,Typhanye Dyer,9,9,0,
EPIB315,Biostatistics for Public Health Practice,"Prerequisite: Minimum grade of C- in EPIB301; or must have completed or be concurrently enrolled in HLTH200.
Restriction: Must be in one of the following programs (Public Health Science; Community Health).
Cross-listed with: HLTH300.
Credit only granted for: EPIB300, EPIB315 or HLTH300.
Formerly: EPIB300.
Additional information: Course is cross-listed; students should check program advising information to determine which counts for their major. Note that EPIB300 (old number) is still offered for students under previous curriculum.",202108,Epidemiology and Biostatistics,,11,Yan Li; Raul Cruz-Cano,255,59,196,
EPIB330,Introduction to Infectious Disease Epidemiology,Prerequisite: EPIB301.,202108,Epidemiology and Biostatistics,,1,Olivia Carter-Pokras,35,19,16,
EPIB399,Epidemiology and Biostatistics Independent Study,,202108,Epidemiology and Biostatistics,,0,,0,0,0,
EPIB612,Epidemiologic Study Design,Prerequisite: EPIB611.,202108,Epidemiology and Biostatistics,,1,Rodman Turpin; Hongjie Liu,20,2,18,
EPIB622,Social Determinants of Health,Prerequisite: Must have completed or be concurrently enrolled in SPHL602; or EPIB610.,202108,Epidemiology and Biostatistics,,1,Rodman Turpin,20,10,10,
EPIB630,Epidemiologic Methods in Sexual and Reproductive Health Research,Prerequisite: Must have completed or be concurrently enrolled in SPHL602; or EPIB610.,202108,Epidemiology and Biostatistics,,1,Typhanye Dyer,20,8,12,
EPIB633,Health Survey Design and Analysis,"Prerequisite: SPHL602 or EPIB610; or permission of Instructor.
Recommended: EPIB697.",202108,Epidemiology and Biostatistics,,1,Quynh Nguyen,25,8,17,
EPIB651,Applied Regression Analysis,"Prerequisite: 1 course with a minimum grade of B- from (SPHL602, EPIB650); or a minimum score of 70% on the SPHL602 or EPIB650 waiver exam.
Recommended: EPIB697 or previous experience working with SAS is highly recommended.",202108,Epidemiology and Biostatistics,,1,Mei-Ling Lee,20,4,16,
EPIB652,Categorical Data Analysis,"Prerequisite: EPIB651.
Recommended: EPIB697 or previous experience working with SAS is highly recommended.",202108,Epidemiology and Biostatistics,,1,Tianzhou Ma,20,7,13,
EPIB655,Longitudinal Data Analysis,Prerequisite: EPIB651.,202108,Epidemiology and Biostatistics,,1,Xin He,20,8,12,
EPIB697,Public Health Data Management,Prerequisite: Permission of instructor.,202108,Epidemiology and Biostatistics,,1,Raul Cruz-Cano,25,1,24,
EPIB778,Internship in Public Health,,202108,Epidemiology and Biostatistics,,0,,0,0,0,
EPIB786,Capstone Project in Public Health,Prerequisite: Permission of SPHL-Epidemiology & Biostatistics department.,202108,Epidemiology and Biostatistics,,0,,0,0,0,
EPIB788,Critical Readings in Epidemiology and Biostatistics,,202108,Epidemiology and Biostatistics,,1,Quynh Nguyen,15,7,8,
EPIB798,Independent Study,,202108,Epidemiology and Biostatistics,,0,,0,0,0,
